time,temperature,humidity
0.0018830201360914443,36.93,60.16
0.00217030750380622,36.96,60.24
0.0024600882000393337,36.97,60.17
0.0027512539757622613,36.98,60.09
0.003042696913083394,36.99,60.07
0.003329153060913086,37.0,59.85
0.0036161633332570395,36.99,59.56
0.003951378067334493,36.99,59.23
0.0043877112865448,36.99,58.81
0.004814348220825195,36.99,58.73
0.0052426473299662275,36.99,58.72
0.005683136052555508,36.99,58.91
0.006116421884960598,36.99,59.14
0.006548045476277669,37.0,59.27
0.0069719119866689045,37.0,59.41
0.007400211095809937,37.0,59.6
0.007836267285876804,37.0,59.54
0.008268721964624193,37.0,59.73
0.00870173070165846,36.99,59.88
0.009128921760453119,37.01,59.86
0.009557497964964972,37.0,60.03
0.00999909480412801,36.99,60.03
0.010427670942412483,37.0,59.86
0.010856247080696954,37.01,59.73
0.011288701891899108,37.01,59.46
0.011717000934812758,37.0,59.38
0.012149178584416708,37.01,59.41
0.01257997108830346,37.01,59.45
0.013007716139157613,37.01,59.44
0.013448758986261156,37.01,59.42
0.01387290252579583,37.01,59.45
0.0143067424164878,37.0,59.58
0.014739197095235189,37.0,59.57
0.015171928803126017,37.0,59.77
0.015599673853980171,37.01,60.04
0.01603157447444068,37.01,60.18
0.016469015810224745,37.0,60.1
0.01689703795644972,37.01,59.92
0.017322012583414714,37.01,59.78
0.017763055430518256,37.0,59.57
0.018186367948849997,37.0,59.3
0.018619099656740825,37.01,59.26
0.019057095050811768,37.0,59.25
0.019480684598286946,37.0,59.28
0.019912862247890895,37.0,59.44
0.020345316926638286,36.99,59.55
0.020773615969551934,37.0,59.66
0.021206624772813584,37.0,59.8
0.021643235087394713,37.0,59.83
0.022067655589845445,37.0,59.98
0.022495677736070422,36.99,60.03
0.02293145689699385,37.0,60.01
0.023364742663171557,37.0,60.14
0.023793318867683412,37.0,60.13
0.02422549651728736,37.0,59.83
0.02465324150191413,36.99,59.59
0.025091236962212455,36.99,59.39
0.025522583524386088,36.99,59.09
0.025945618881119622,36.99,58.79
0.02638499955336253,36.99,58.7
0.026817731261253357,36.99,58.77
0.027254895634121364,36.99,58.88
0.02767737693256802,36.99,58.92
0.028110108640458847,36.98,59.0
0.028537299699253504,36.99,59.19
0.028968369166056315,36.98,59.33
0.029401100940174528,36.98,59.38
0.029837988217671713,36.98,59.29
0.030262408720122442,36.98,59.52
0.03069985012213389,36.97,59.43
0.031129257414076062,36.97,59.56
0.031561158034536574,36.97,59.82
0.031989180114534166,36.97,60.0
0.03241692516538832,36.97,60.16
0.032850488026936846,36.97,60.25
0.033284327917628816,36.97,60.16
0.03371290405591329,36.97,59.93
0.034145912792947555,36.97,59.64
0.03458169195387099,36.97,59.38
0.03500528143511878,36.96,58.98
0.03544660131136576,36.96,58.8
0.035874346362219915,36.97,58.8
0.036302091479301454,36.96,59.02
0.03673122174210019,36.96,59.26
0.037165061566564773,36.96,59.38
0.0375977932744556,36.97,59.41
0.03802470717165205,36.97,59.59
0.0384621485736635,36.97,59.68
0.038894049127896624,36.96,59.76
0.03932622684372796,36.96,59.7
0.03975064747863346,36.96,59.75
0.040182825128237405,36.96,59.77
0.040612786412239074,36.97,59.82
0.041042193704181246,36.97,59.96
0.041478249894248115,36.96,59.97
0.04190571791595883,36.96,60.06
0.04233484811253018,36.96,60.3
0.04277256654368507,36.97,60.3
0.04320474419328901,36.97,60.23
0.0436416314707862,36.97,60.13
0.04406577501032088,36.97,59.86
0.04449213491545783,36.97,59.43
0.04492929922209846,36.98,59.02
0.04535704427295261,36.97,58.86
0.04579310046301948,36.97,58.66
0.04622250782118903,36.97,58.64
0.046653577221764456,36.97,58.89
0.047090464499261644,36.96,58.99
0.04751460817125108,36.95,59.12
0.04794650872548421,36.96,59.41
0.04838311890761057,36.96,59.48
0.048806154396798876,36.96,59.58
0.049247474273045856,36.95,59.78
0.04967549641927083,36.96,59.71
0.050108228060934276,36.97,59.94
0.050533202754126656,36.96,60.01
0.05097036706076728,36.96,60.06
0.05139838920699225,36.96,60.12
0.0518319520023134,36.96,60.19
0.05225997408231099,36.96,60.04
0.05269713838895162,36.96,59.74
0.05312045090728336,36.96,59.46
0.053558169338438245,36.96,59.11
0.0539864683813519,36.95,58.97
0.05441892306009928,36.96,58.89
0.05484749926461114,36.96,58.86
0.0552849406003952,36.95,58.77
0.055718503461943736,36.95,58.9
0.05614292409684923,36.96,58.93
0.05657094611061944,36.96,59.1
0.0570070023006863,36.96,59.46
0.0574402881330914,36.95,59.67
0.05786831021308899,36.95,59.75
0.05830630560715993,36.96,59.84
0.05873072624206543,36.95,59.96
0.0591637349790997,36.96,60.03
0.05959535857041677,36.96,60.16
0.06003141476048363,36.95,60.22
0.06045915981133779,36.96,60.07
0.060886350803905066,36.95,59.81
0.06131880548265245,36.96,59.53
0.0617518142859141,36.97,59.15
0.0621798363659117,36.96,58.7
0.06261339916123285,36.95,58.74
0.06304197529951731,36.94,58.93
0.06348329524199169,36.95,59.05
0.06390993217627207,36.94,59.0
0.06433850831455655,36.94,59.15
0.06476680742369757,36.95,59.48
0.0652070191833708,36.95,59.6
0.06563421017593808,36.95,59.32
0.0660625092850791,36.96,59.47
0.06649440990553962,36.95,59.68
0.06692575646771325,36.96,59.73
0.06735876520474751,36.95,59.87
0.06778983467155032,36.96,60.01
0.06822118123372396,36.96,60.15
0.06865668329927656,36.96,60.26
0.06908027278052437,36.95,60.26
0.06951328158378602,36.96,60.05
0.06994961473676893,36.96,59.66
0.0703768057293362,36.96,59.31
0.07080981446637048,36.96,58.8
0.07123700552516514,36.96,58.54
0.07167749424775441,36.96,58.52
0.07210440827740563,36.96,58.78
0.07253159913751814,36.97,59.04
0.07296433084540897,36.97,59.25
0.0733956774075826,36.97,59.44
0.07382757802804311,36.97,59.53
0.07426058683130476,36.97,59.5
0.07469276441468133,36.98,59.71
0.07512106359004975,36.97,59.87
0.07555462638537089,36.97,59.99
0.07598347968525357,36.98,59.92
0.07642036696275076,36.97,59.85
0.076851713458697,36.98,59.74
0.07728001256783804,36.98,59.46
0.07770831174320644,36.99,59.37
0.07814132048024072,36.99,59.44
0.0785737751589881,36.99,59.5
0.07900207433435652,36.99,59.58
0.07943868451648288,36.98,59.66
0.07987003114488389,36.98,59.69
0.0803016546037462,36.98,59.83
0.08073023080825806,36.97,59.96
0.08116656402746836,36.98,60.13
0.08159458610746595,36.98,60.15
0.08202260818746354,36.98,59.91
0.08245533996158176,36.98,59.74
0.08289250426822238,36.98,59.6
0.0833199722899331,36.98,59.21
0.08374882545736101,36.99,59.16
0.08418238831890953,36.99,59.18
0.08461345778571235,36.99,59.17
0.08504563550154368,36.99,59.22
0.08547282642788358,36.99,59.3
0.0859099907345242,36.99,59.44
0.08634383062521617,36.98,59.53
0.08676825126012166,36.99,59.74
0.08719710456000435,36.99,59.9
0.08763011323081123,36.99,59.93
0.08806755456659529,36.98,59.87
0.0884958537419637,36.99,59.97
0.08892359872659047,36.99,59.84
0.0893557764424218,37.0,59.7
0.08979072438346015,36.99,59.65
0.09021819240517086,37.0,59.63
0.09064621455139583,37.0,59.52
0.0910836558871799,37.01,59.52
0.09151583353678386,37.0,59.51
0.0919397000471751,37.0,59.73
0.09237741847832998,37.0,59.9
0.09280931909879049,36.99,60.04
0.09323290858003828,37.0,60.14
0.09366924179924858,36.99,60.09
0.0941003112660514,36.99,59.85
0.09453719854354858,37.0,59.65
0.09496161917845408,37.0,59.45
0.09539047241210938,37.0,59.17
0.09582431223657396,36.99,59.03
0.09625676691532135,37.0,59.17
0.09668922159406874,37.0,59.19
0.09711807482772403,36.99,59.29
0.09755440811316173,36.99,59.51
0.0979835382435057,36.98,59.73
0.09841211444801755,36.99,59.92
0.0988406906525294,36.99,60.03
0.09927840901745691,36.99,60.02
0.09970809327231513,36.99,60.05
0.10013583838939667,36.99,59.77
0.10057272566689385,36.99,59.42
0.10100822779867384,36.99,59.12
0.10142738468117184,37.0,58.85
0.1018634408712387,37.0,58.78
0.10229506439632839,37.0,58.77
0.10273112058639526,37.0,59.12
0.10315554122130076,37.0,59.39
0.10359298255708482,36.99,59.65
0.1040254373020596,37.0,59.85
0.1044526281621721,36.99,59.85
0.1048859139945772,36.98,60.03
0.10531421316994562,36.99,60.07
0.1057430664036009,36.99,59.91
0.10617662926514944,37.0,59.79
0.10660908387766944,36.99,59.66
0.10704126152727339,36.99,59.39
0.1074701146947013,36.99,59.07
0.10790700203842588,36.99,59.17
0.10834084192911785,36.99,59.36
0.10876969509654574,36.99,59.53
0.1091988252931171,36.99,59.53
0.10962712446848552,36.99,59.75
0.11005625473128425,36.99,59.71
0.11049009455574883,36.99,59.92
0.11092282632986704,36.99,60.05
0.1113497402270635,36.99,60.13
0.11179106010331048,37.0,60.11
0.11221492661370172,37.0,60.02
0.11264793541696337,36.99,59.76
0.11307955900828044,36.99,59.46
0.11351284477445814,36.99,59.16
0.11394640763600668,36.99,59.09
0.1143716593583425,36.99,59.21
0.11480023549662696,36.99,59.31
0.11524155537287394,36.99,59.44
0.11567068563567268,36.99,59.63
0.11610009292761485,37.0,59.82
0.11653310166464911,37.0,59.98
0.11695779932869806,37.01,60.13
0.1173988421758016,37.01,60.19
0.11782298571533627,37.01,60.15
0.11825904190540314,37.0,59.99
0.11868844926357269,37.01,59.75
0.1191209038760927,37.0,59.37
0.11955474376678467,37.0,59.08
0.11997971839374966,37.0,58.81
0.12041300422615475,36.99,58.82
0.12084268848101298,36.99,58.88
0.12127514322598776,36.99,58.97
0.12170815196302202,36.99,59.14
0.12214116076628367,36.98,59.37
0.12256530430581834,36.99,59.64
0.12300191455417209,36.99,59.81
0.12343049075868395,36.98,60.0
0.12386377652486165,36.98,60.11
0.12429207563400269,36.99,60.16
0.12472148292594486,36.98,60.03
0.12516335686047872,36.98,59.53
0.12559110191133288,36.99,59.42
0.1260246648391088,36.99,59.16
0.12644963946607377,37.0,59.01
0.12688375638590918,37.0,59.05
0.12731288658248055,36.99,59.18
0.12774617241488562,36.99,59.28
0.1281741945611106,36.99,59.29
0.12860720329814487,36.99,59.41
0.12903938088152145,37.0,59.69
0.12947238968478308,37.01,59.83
0.12990539848804475,37.0,60.02
0.13033425165547266,36.99,60.04
0.1307672603925069,37.0,60.05
0.1311997150712543,37.0,59.98
0.13162829127576617,37.0,59.83
0.1320574215385649,37.0,59.62
0.13248655173513624,37.0,59.24
0.13292814864052666,37.0,58.87
0.13335367745823332,37.0,58.84
0.1337913958231608,37.0,58.96
0.1342158163918389,37.0,59.28
0.13464882519510057,37.0,59.36
0.13508127987384796,37.0,59.69
0.13550957904921637,37.01,59.89
0.1359467432896296,37.01,60.17
0.13637144108613333,37.0,60.16
0.1368133148882124,37.0,60.11
0.13724244515101114,36.99,60.08
0.13766686578591664,36.99,59.97
0.1381004285812378,36.99,59.71
0.13852955884403653,37.0,59.37
0.1389595201280382,36.99,58.9
0.13939252893129986,37.0,58.52
0.13982165919409859,37.0,58.48
0.1402618709537718,36.99,58.8
0.14068656861782075,36.99,59.15
0.1411231787999471,37.0,59.39
0.14155092385080126,36.99,59.62
